fixed 5% (baseline),fixed 8%,adaptive k=4,adaptive ramp-only,adaptive ease-only
261.1354481700259,199.70758372767096,273.25212916804276,258.42124065420825,279.0032859065739
210.34075679387777,164.76401170504556,226.48113492140584,210.6534094289525,231.5602606170518
239.42591023736242,185.5228052825477,239.15085695692318,239.8379430693708,234.75722539115404
226.01350398079964,192.36228596934947,235.21662567923093,227.00026462631934,237.2846237655039
198.72438453637872,168.6047448614824,198.97925209550766,193.27725647937763,205.33036769270137
192.20516471522956,142.74709648191444,221.2442966454166,194.751042375161,224.3551941319877
226.89037550324824,161.62067211086776,228.43369413772288,225.01336938881812,227.3219845945061
161.59203238833393,121.42837263518561,172.85294942727052,162.2453875939647,172.76474554696526
245.41081934708762,216.32796569656182,246.41915829757332,237.61422199925553,254.98778910511194
161.37069818054212,165.21207403582827,186.5841744340387,160.8442207960556,206.93750986147316
221.35068865849854,223.23211476364503,228.15394560121416,227.57433625280808,239.13249605048907
170.80753294693838,155.26284279735603,174.21678644178314,169.23868434684553,176.3304868897627
155.55678248138946,119.64442938695625,173.2786583398362,155.1864113800049,172.94294635505045
145.8604698526703,113.25667276898417,172.0746198455216,145.48043595650927,171.7525359757859
97.00835055807244,98.18282616485347,108.30637357267365,98.64157812204674,107.58881619462306
161.39333668819881,133.63527889724688,178.5997063095592,160.95427860728688,179.22225688079538
181.9028898434923,124.72235015824018,181.22882376126665,182.39129251457564,191.20835630502677
173.60715325941453,165.90815818844123,171.56671226524887,167.99634381697254,175.05541542506222
143.3043906933026,134.3612572476183,186.08124546598654,163.07993758207968,178.97723207405716
296.2261226397565,208.50814941189614,297.64586258824653,286.7355780505597,307.2333941221403
254.4361743008618,208.65099833498633,264.05227713609,250.75946210229992,268.7647976259483
192.45985038003124,142.27857346950742,183.11452598472926,170.48400047495957,196.4828412911674
189.83809418529472,153.56469310546547,201.96886396481312,190.38999574217036,201.79579247267162
97.50384486206791,78.0808746686109,119.31694260279444,89.9919679772441,115.34343024141128
